player_id,full_name,team_code,ig_handle,ig_followers,ig_followers_verbatim,ig_precision,ig_status,ig_source,ig_retrieved_on,x_handle,x_followers,x_followers_verbatim,x_precision,x_status,x_source,x_retrieved_on
1,Leo Carlsson,ANA,leocarlssoon,64000,64K,approximate_public_response,ok,google_search_verified:2026-08-03,2026-08-03,leocarlsson7,2200,2.2K+,approximate_public_response,ok_private_profile,google_search_verified:2026-08-03,2026-08-03
2,Nathan Gaucher,ANA,nath.gaucher91,7500,7.5K+,approximate_public_response,ok,google_search_verified:2026-08-03,2026-08-03,NathanGaucher3,260,260+,approximate_public_response,ok,google_search_verified:2026-08-03,2026-08-03
3,Cutter Gauthier,ANA,cuttergauthier_,45900,45.9K+,approximate_public_response,ok,google_search_verified:2026-08-03,2026-08-03,GauthierCutter,2000,2K+,approximate_public_response,ok,google_search_verified:2026-08-03,2026-08-03
4,Mikael Granlund,ANA,mikkegranlund,9119,9119,exact_public_response,ok,wikidata:P2003+instagram_public_profile,2026-08-03,null,null,null,null,needs_manual_review,google_search_no_clear_account:2026-08-03,2026-08-03
5,Jansen Harkins,ANA,jansenharks26,7213,"7,213",exact_public_response,ok,google_search_verified:2026-08-03,2026-08-03,JansenHarks26,2300,2.3K+,approximate_public_response,ok,google_search_verified:2026-08-03,2026-08-03
6,Ross Johnston,ANA,rossjohnston9,700,700+,approximate_public_response,ok,google_search_verified:2026-08-03,2026-08-03,RossJohnstonn,730,730+,approximate_public_response,ok,google_search_verified:2026-08-03,2026-08-03
7,Alex Killorn,ANA,akillorn17,71400,71400,exact_public_response,ok,verified_browser_check:2026-08-03,2026-08-03,Akillorn19,31400,31.4K+,approximate_public_response,ok,google_search_verified:2026-08-03,2026-08-03
8,Chris Kreider,ANA,chriskreider19,null,null,null,needs_manual_review,google_search_no_clear_account:2026-08-03,2026-08-03,ChrisKreider,900,900+,approximate_public_response,ok,google_search_verified:2026-08-03,2026-08-03
9,Mason McTavish,ANA,null,null,null,null,needs_manual_review,google_search_no_clear_account:2026-08-03,2026-08-03,null,null,null,null,null_no_account,google_search_no_account:2026-08-03,2026-08-03
10,Ryan Poehling,ANA,ryanpoehling,41000,41K+,approximate_public_response,ok,google_search_verified:2026-08-03,2026-08-03,LilUziPoehlss,13400,13.4K+,approximate_public_response,ok,google_search_verified:2026-08-03,2026-08-03
11,Beckett Sennecke,ANA,beckettsennecke_,61600,61.6K+,approximate_public_response,ok,google_search_verified:2026-08-03,2026-08-03,null,null,null,null,null_no_account,google_search_no_account:2026-08-03,2026-08-03
12,Troy Terry,ANA,tterry19,27000,27K,approximate_public_response,ok,google_search_verified:2026-08-03,2026-08-03,troyterry1997,8700,8.7K+,approximate_public_response,ok,google_search_verified:2026-08-03,2026-08-03
13,Frank Vatrano,ANA,frank_vatrano,null,null,null,needs_manual_review,google_search_handle_only_no_followers:2026-08-03,2026-08-03,Frank_Vatrano,10400,10.4K+,approximate_public_response,ok,google_search_verified:2026-08-03,2026-08-03
14,Jeffrey Viel,ANA,jeff_viel,5900,5.9K+,approximate_public_response,ok,google_search_verified:2026-08-03,2026-08-03,jeffviel_27,560,560+,approximate_public_response,ok,google_search_verified:2026-08-03,2026-08-03
15,Tim Washe,ANA,tlwashe,3949,"3,949",exact_public_response,ok,google_search_verified:2026-08-03,2026-08-03,null,null,null,null,null_no_account,google_search_no_account:2026-08-03,2026-08-03
16,John Carlson,ANA,jc7474,69000,69K+,approximate_public_response,ok,google_search_verified:2026-08-03,2026-08-03,null,null,null,null,null_no_account,google_search_no_account:2026-08-03,2026-08-03
17,Radko Gudas,ANA,radko.gudas7,51139,51139,exact_public_response,ok,wikidata:P2003+instagram_public_profile,2026-08-03,radkogudas,15600,15.6K+,approximate_public_response,ok,google_search_verified:2026-08-03,2026-08-03
18,Drew Helleson,ANA,drewhelleson4,null,null,null,needs_manual_review,google_search_handle_only_no_followers:2026-08-03,2026-08-03,drew_helleson21,840,840+,approximate_public_response,ok,google_search_verified:2026-08-03,2026-08-03
19,Tyson Hinds,ANA,tysonhinds_,7307,"7,307",exact_public_response,ok,google_search_verified:2026-08-03,2026-08-03,null,null,null,null,null_no_account,google_search_no_account:2026-08-03,2026-08-03
20,Jackson LaCombe,ANA,jacksonlacombe,1075,1075,exact_public_response,ok,wikidata:P2003+instagram_public_profile,2026-08-03,lacombe_jackson,720,720+,approximate_public_response,ok,google_search_verified:2026-08-03,2026-08-03
21,Pavel Mintyukov,ANA,mintyukov_10,10000,10K+,approximate_public_response,ok,google_search_verified:2026-08-03,2026-08-03,null,null,null,null,null_no_account,google_search_no_account:2026-08-03,2026-08-03
22,Ian Moore,ANA,ianmoore17,2500,2.5K+,approximate_public_response,ok,google_search_verified:2026-08-03,2026-08-03,null,null,null,null,null_no_account,google_search_no_account:2026-08-03,2026-08-03
23,Jacob Trouba,ANA,jacobtrouba,84300,84.3K+,approximate_public_response,ok,google_search_verified:2026-08-03,2026-08-03,JacobTrouba,48100,48.1K+,approximate_public_response,ok,google_search_verified:2026-08-03,2026-08-03
24,Olen Zellweger,ANA,olenzellweger,35300,35.3K+,approximate_public_response,ok,google_search_verified:2026-08-03,2026-08-03,OlenZellweger,1200,1.2K+,approximate_public_response,ok,google_search_verified:2026-08-03,2026-08-03
25,Viktor Arvidsson,BOS,viktorarvidsson,31200,31.2K,approximate_public_response,ok,google_search_verified:2026-08-03,2026-08-03,null,null,null,null,null_no_account,google_search_no_account:2026-08-03,2026-08-03
26,Michael Eyssimont,BOS,mikeyeyssimont,11800,11.8K+,approximate_public_response,ok,google_search_verified:2026-08-03,2026-08-03,null,null,null,null,null_no_account,google_search_no_account:2026-08-03,2026-08-03
27,Morgan Geekie,BOS,morgangeekie,43000,43K,approximate_public_response,ok,google_search_verified:2026-08-03,2026-08-03,gmoneyslic,11100,11.1K+,approximate_public_response,ok,google_search_verified:2026-08-03,2026-08-03
28,James Hagens,BOS,jameshagens_4,70900,70.9K+,approximate_public_response,ok,google_search_verified:2026-08-03,2026-08-03,null,null,null,null,null_no_account,google_search_no_account:2026-08-03,2026-08-03
29,Tanner Jeannot,BOS,tanner_j10,18300,18.3K+,approximate_public_response,ok,google_search_verified:2026-08-03,2026-08-03,null,null,null,null,null_no_account,google_search_no_account:2026-08-03,2026-08-03
30,Mark Kastelic,BOS,m.kastelic,9753,"9,753",exact_public_response,ok,google_search_verified:2026-08-03,2026-08-03,null,null,null,null,null_no_account,google_search_no_account:2026-08-03,2026-08-03
31,Marat Khusnutdinov,BOS,xmarat22,19696,19696,exact_public_response,ok,wikidata:P2003+instagram_public_profile,2026-08-03,null,null,null,null,null_no_account,google_search_no_account:2026-08-03,2026-08-03
32,Sean Kuraly,BOS,sean.kuraly,34100,34.1K+,approximate_public_response,ok,google_search_verified:2026-08-03,2026-08-03,sean_kuraly,17800,17.8K+,approximate_public_response,ok,google_search_verified:2026-08-03,2026-08-03
33,Elias Lindholm,BOS,lindholmelias,62294,62294,exact_public_response,ok,wikidata:P2003+instagram_public_profile,2026-08-03,null,null,null,null,null_no_account,google_search_no_account:2026-08-03,2026-08-03
34,Fraser Minten,BOS,fraserminten,59200,59.2K+,approximate_public_response,ok,google_search_verified:2026-08-03,2026-08-03,null,null,null,null,null_no_account,google_search_no_account:2026-08-03,2026-08-03
35,Casey Mittelstadt,BOS,cmittelstadt,19647,19647,exact_public_response,ok,wikidata:P2003+instagram_public_profile,2026-08-03,null,null,null,null,null_no_account,google_search_no_account:2026-08-03,2026-08-03
36,David Pastrnak,BOS,davidpastrnak,761099,761099,exact_public_response,ok,wikidata:P2003+instagram_public_profile,2026-08-03,pastrnak96,134500,134.5K+,approximate_public_response,ok,google_search_verified:2026-08-03,2026-08-03
37,Lukas Reichel,BOS,lukasreichel44,52540,52540,exact_public_response,ok,wikidata:P2003+instagram_public_profile,2026-08-03,lukas__44,2700,2.7K+,approximate_public_response,ok,google_search_verified:2026-08-03,2026-08-03
38,Alex Steeves,BOS,alex.steeves,5596,"5,596",exact_public_response,ok,google_search_verified:2026-08-03,2026-08-03,null,null,null,null,null_no_account,google_search_no_account:2026-08-03,2026-08-03
39,Pavel Zacha,BOS,pavelzacha37,7169,"7,169",approximate_public_response,ok,blinkfire_aggregator:2026-08-03,2026-08-03,Pavel_Zacha,7100,7.1K+,approximate_public_response,ok,google_search_verified:2026-08-03,2026-08-03
40,Jonathan Aspirot,BOS,jonathanaspirot,4500,4.5K+,approximate_public_response,ok,google_search_verified:2026-08-03,2026-08-03,null,null,null,null,null_no_account,google_search_no_account:2026-08-03,2026-08-03
41,Jordan Harris,BOS,jordanharris04,18200,18.2K,approximate_public_response,ok,google_search_verified:2026-08-03,2026-08-03,jharris004,4500,4.5K+,approximate_public_response,ok,google_search_verified:2026-08-03,2026-08-03
42,Henri Jokiharju,BOS,jokiis,14369,14369,exact_public_response,ok,wikidata:P2003+instagram_public_profile,2026-08-03,null,null,null,null,null_no_account,google_search_no_account:2026-08-03,2026-08-03
43,Hampus Lindholm,BOS,hampuslindholm27,65400,65400,approximate_public_response,ok,verified_browser_check:2026-08-03,2026-08-03,null,null,null,null,null_no_account,google_search_no_account:2026-08-03,2026-08-03
44,Mason Lohrei,BOS,masonlohrei,41000,41K,approximate_public_response,ok,google_search_verified:2026-08-03,2026-08-03,Mason_lohrei20,1800,1.8K+,approximate_public_response,ok,google_search_verified:2026-08-03,2026-08-03
45,Charlie McAvoy,BOS,cmcavoy25,240909,240909,exact_public_response,ok,wikidata:P2003+instagram_public_profile,2026-08-03,CMcAvoy44,63000,63K+,approximate_public_response,ok,google_search_verified:2026-08-03,2026-08-03
46,Andrew Peeke,BOS,andrewpeeke20,15400,15.4K,approximate_public_response,ok,google_search_verified:2026-08-03,2026-08-03,null,null,null,null,null_no_account,google_search_no_account:2026-08-03,2026-08-03
47,Nikita Zadorov,BOS,zadorov_16,85536,85536,exact_public_response,ok,wikidata:P2003+instagram_public_profile,2026-08-03,zadorov61,14400,14.4K+,approximate_public_response,ok,google_search_verified:2026-08-03,2026-08-03
48,Zach Benson,BUF,zachbenson_6,46800,46.8K,approximate_public_response,ok,google_search_verified:2026-08-03,2026-08-03,null,null,null,null,null_no_account,google_search_no_account:2026-08-03,2026-08-03
49,Sam Carrick,BUF,null,null,null,null,needs_manual_review,google_search_no_clear_account:2026-08-03,2026-08-03,carrick_sam,2800,2.8K+,approximate_public_response,ok,google_search_verified:2026-08-03,2026-08-03
50,Justin Danforth,BUF,danforth17,5885,"5,885",exact_public_response,ok_private_profile,google_search_verified:2026-08-03,2026-08-03,null,null,null,null,null_no_account,google_search_no_account:2026-08-03,2026-08-03
51,Josh Doan,BUF,joshdoan91,40000,40K,approximate_public_response,ok,google_search_verified:2026-08-03,2026-08-03,JTDoaner19,2900,2.9K+,approximate_public_response,ok,google_search_verified:2026-08-03,2026-08-03
52,Josh Dunne,BUF,dunder__mifflin21,3581,"3,581",exact_public_response,ok,google_search_verified:2026-08-03,2026-08-03,dunnej21,750,750+,approximate_public_response,ok,google_search_verified:2026-08-03,2026-08-03
53,Jordan Greenway,BUF,jordangreenway33,4763,"4,763",exact_public_response,ok,google_search_verified:2026-08-03,2026-08-03,JGreenway12,4300,4.3K+,approximate_public_response,ok,google_search_verified:2026-08-03,2026-08-03
54,Konsta Helenius,BUF,heleniuskonsta,42600,42.6K+,approximate_public_response,ok,google_search_verified:2026-08-03,2026-08-03,null,null,null,null,null_no_account,google_search_no_account:2026-08-03,2026-08-03
55,Tyson Kozak,BUF,kozak_16,2218,"2,218",exact_public_response,ok_private_profile,google_search_verified:2026-08-03,2026-08-03,null,null,null,null,null_no_account,google_search_no_account:2026-08-03,2026-08-03
56,Peyton Krebs,BUF,peytonkrebs,29900,29.9K,approximate_public_response,ok,google_search_verified:2026-08-03,2026-08-03,null,null,null,null,null_no_account,google_search_no_account:2026-08-03,2026-08-03
57,Jiri Kulich,BUF,kulda15,40200,40.2K,approximate_public_response,ok,google_search_verified:2026-08-03,2026-08-03,Kulda151,2800,2.8K+,approximate_public_response,ok,google_search_verified:2026-08-03,2026-08-03
58,Beck Malenstyn,BUF,beckmalenstyn,13600,13.6K,approximate_public_response,ok,google_search_verified:2026-08-03,2026-08-03,malenstyn,1900,1.9K+,approximate_public_response,ok,google_search_verified:2026-08-03,2026-08-03
59,Ryan McLeod,BUF,ryanmcleodd,3100,3.1K+,approximate_public_response,ok,google_search_verified:2026-08-03,2026-08-03,ryan10mcleod,2300,2.3K+,approximate_public_response,ok,google_search_verified:2026-08-03,2026-08-03
60,Josh Norris,BUF,joshnorris10,29800,29.8K,approximate_public_response,ok,google_search_verified:2026-08-03,2026-08-03,joshnorris10,5900,5.9K+,approximate_public_response,ok,google_search_verified:2026-08-03,2026-08-03
61,Noah Ostlund,BUF,ostlundnoah,23100,23.1K,approximate_public_response,ok_private_profile,google_search_verified:2026-08-03,2026-08-03,null,null,null,null,null_no_account,google_search_no_account:2026-08-03,2026-08-03
62,Tanner Pearson,BUF,tannerjpearson,28200,28.2K,approximate_public_response,ok,google_search_verified:2026-08-03,2026-08-03,tannerjpearson,21400,21.4K+,approximate_public_response,ok,google_search_verified:2026-08-03,2026-08-03
63,Jack Quinn,BUF,jackquinn19,32700,32.7K,approximate_public_response,ok,google_search_verified:2026-08-03,2026-08-03,jackquinn_19,2500,2.5K+,approximate_public_response,ok,google_search_verified:2026-08-03,2026-08-03
64,Tage Thompson,BUF,tommer97,148416,148416,exact_public_response,ok,wikidata:P2003+instagram_public_profile,2026-08-03,null,null,null,null,null_no_account,google_search_no_account:2026-08-03,2026-08-03
65,Alex Tuch,BUF,alextuch89,91500,91.5K,approximate_public_response,ok,google_search_verified:2026-08-03,2026-08-03,alextuch89,22700,22.7K+,approximate_public_response,ok,google_search_verified:2026-08-03,2026-08-03
66,Jason Zucker,BUF,jason_zucker16,82440,82440,exact_public_response,ok,verified_browser_check:2026-08-03,2026-08-03,Jason_Zucker16,58200,58.2K+,approximate_public_response,ok,google_search_verified:2026-08-03,2026-08-03
67,Bowen Byram,BUF,bowen.byram,37200,37.2K,approximate_public_response,ok,google_search_verified:2026-08-03,2026-08-03,null,null,null,null,null_no_account,google_search_no_account:2026-08-03,2026-08-03
68,Rasmus Dahlin,BUF,rasmusdahlinn,141800,141800,approximate_public_response,ok,verified_browser_check:2026-08-03,2026-08-03,rasmusdahlin00,20500,20.5K+,approximate_public_response,ok,google_search_verified:2026-08-03,2026-08-03
69,Ryan Johnson,BUF,ryan_yonson,8807,"8,807",exact_public_response,ok,google_search_verified:2026-08-03,2026-08-03,ryanyonson,1300,1.3K+,approximate_public_response,ok,google_search_verified:2026-08-03,2026-08-03
70,Michael Kesselring,BUF,michaelk44,25400,25.4K,approximate_public_response,ok,google_search_verified:2026-08-03,2026-08-03,mkesselring1,50,50+,approximate_public_response,ok,google_search_verified:2026-08-03,2026-08-03
71,Zach Metsa,BUF,meeeetsa,7400,7.4K,approximate_public_response,ok,google_search_verified:2026-08-03,2026-08-03,MetsaWorldPeace,790,790+,approximate_public_response,ok,google_search_verified:2026-08-03,2026-08-03
72,Owen Power,BUF,owenpower_,60700,60.7K,approximate_public_response,ok,google_search_verified:2026-08-03,2026-08-03,null,null,null,null,null_no_account,google_search_no_account:2026-08-03,2026-08-03
73,Mattias Samuelsson,BUF,msamuelsson23,24100,24.1K,approximate_public_response,ok,google_search_verified:2026-08-03,2026-08-03,M_samuelsson23,720,720+,approximate_public_response,ok,google_search_verified:2026-08-03,2026-08-03
74,Luke Schenn,BUF,null,null,null,null,needs_manual_review,google_search_ambiguous:2026-08-03,2026-08-03,null,null,null,null,null_no_account,google_search_no_account:2026-08-03,2026-08-03
75,Logan Stanley,BUF,loganstanleyy98,null,null,null,needs_manual_review,google_search_handle_only_no_followers:2026-08-03,2026-08-03,loganstanley_17,3800,3.8K+,approximate_public_response,ok,google_search_verified:2026-08-03,2026-08-03
76,Conor Timmins,BUF,ctimmins21,8217,"8,217",exact_public_response,ok,google_search_verified:2026-08-03,2026-08-03,null,null,null,null,null_no_account,google_search_no_account:2026-08-03,2026-08-03
77,Mikael Backlund,CGY,mikaelbacklund11,28700,28.7K,approximate_public_response,ok,google_search_verified:2026-08-03,2026-08-03,mbacklund11,350,350+,approximate_public_response,ok,google_search_verified:2026-08-03,2026-08-03
78,John Beecher,CGY,_johnbeecher,33500,33.5K,approximate_public_response,ok,google_search_verified:2026-08-03,2026-08-03,JohnWbeecher,3300,3.3K+,approximate_public_response,ok,google_search_verified:2026-08-03,2026-08-03
79,Blake Coleman,CGY,bcoles25,63200,63.2K,approximate_public_response,ok,google_search_verified:2026-08-03,2026-08-03,BColes25,17300,17.3K+,approximate_public_response,ok,google_search_verified:2026-08-03,2026-08-03
80,Matt Coronato,CGY,mattcoronato,8420,"8,420",exact_public_response,ok_private_profile,google_search_verified:2026-08-03,2026-08-03,MattCoronato,1300,1.3K+,approximate_public_response,ok,google_search_verified:2026-08-03,2026-08-03
81,Joel Farabee,CGY,joelfarabee,34100,34K,approximate_public_response,ok,google_search_verified:2026-08-03,2026-08-03,FarabeeJoel,14100,14.1K+,approximate_public_response,ok,google_search_verified:2026-08-03,2026-08-03
82,Morgan Frost,CGY,mfrost16,27300,27.3K,approximate_public_response,ok,google_search_verified:2026-08-03,2026-08-03,_morganfrost_10,9800,9.8K+,approximate_public_response,ok,google_search_verified:2026-08-03,2026-08-03
83,Matvei Gridin,CGY,matvey_gridin,null,null,null,needs_manual_review,google_search_no_clear_account:2026-08-03,2026-08-03,null,null,null,null,null_no_account,google_search_no_account:2026-08-03,2026-08-03
84,Tyson Gross,CGY,tyson.gross,1894,"1,894",exact_public_response,ok,google_search_verified:2026-08-03,2026-08-03,tygross23,280,280+,approximate_public_response,ok,google_search_verified:2026-08-03,2026-08-03
85,Samuel Honzek,CGY,honzo_29_,13600,13.6K,approximate_public_response,ok,google_search_verified:2026-08-03,2026-08-03,null,null,null,null,null_no_account,google_search_no_account:2026-08-03,2026-08-03
86,Jonathan Huberdeau,CGY,jonnyhuby11,80900,80.9K,approximate_public_response,ok,google_search_verified:2026-08-03,2026-08-03,JonnyHuby11,56800,56.8K+,approximate_public_response,ok,google_search_verified:2026-08-03,2026-08-03
87,Rory Kerins,CGY,kerinssy,4000,4K,approximate_public_response,ok,google_search_verified:2026-08-03,2026-08-03,null,null,null,null,null_no_account,google_search_no_account:2026-08-03,2026-08-03
88,Adam Klapka,CGY,adam_klapka,14800,14.8K,approximate_public_response,ok,google_search_verified:2026-08-03,2026-08-03,null,null,null,null,null_no_account,google_search_no_account:2026-08-03,2026-08-03
89,Ryan Lomberg,CGY,ryanlomberg,22900,22.9K,approximate_public_response,ok,google_search_verified:2026-08-03,2026-08-03,null,null,null,null,null_no_account,google_search_no_account:2026-08-03,2026-08-03
90,Victor Olofsson,CGY,victorolofsson_,16100,16.1K,approximate_public_response,ok,google_search_verified:2026-08-03,2026-08-03,vickeo,4500,4.5K+,approximate_public_response,ok,google_search_verified:2026-08-03,2026-08-03
91,Martin Pospisil,CGY,matespospisil24,30522,30522,exact_public_response,ok,wikidata:P2003+instagram_public_profile,2026-08-03,null,null,null,null,null_no_account,google_search_no_account:2026-08-04,2026-08-04
92,Yegor Sharangovich,CGY,sharangovich17,null,null,null,needs_manual_review,google_search_handle_only_no_followers:2026-08-03,2026-08-03,null,null,null,null,null_no_account,google_search_no_account:2026-08-04,2026-08-04
93,Ryan Strome,CGY,null,null,null,null,needs_manual_review,google_search_no_clear_account:2026-08-03,2026-08-03,strome18,48900,48.9K+,approximate_public_response,ok,google_search_verified:2026-08-04,2026-08-04
94,Aydar Suniev,CGY,a.suniev,3900,3.9K,approximate_public_response,ok,google_search_verified:2026-08-03,2026-08-03,null,null,null,null,null_no_account,google_search_no_account:2026-08-04,2026-08-04
95,Connor Zary,CGY,connorzary7,18200,18.2K,approximate_public_response,ok,google_search_verified:2026-08-03,2026-08-03,connzary,540,540+,approximate_public_response,ok,google_search_verified:2026-08-04,2026-08-04
96,Kevin Bahl,CGY,null,null,null,null,needs_manual_review,google_search_no_clear_account:2026-08-03,2026-08-03,null,null,null,null,null_no_account,google_search_no_account:2026-08-04,2026-08-04
97,Jake Bean,CGY,jakedbean24,12700,12.7K,approximate_public_response,ok,google_search_verified:2026-08-03,2026-08-03,null,null,null,null,null_no_account,google_search_no_account:2026-08-04,2026-08-04
98,Hunter Brzustewicz,CGY,hunterbrzustewicz,null,null,null,needs_manual_review,google_search_handle_only_no_followers:2026-08-03,2026-08-03,brzustewicz4,590,590+,approximate_public_response,ok,google_search_verified:2026-08-04,2026-08-04
99,Joel Hanley,CGY,jhanz44,5000,5K,approximate_public_response,ok,google_search_verified:2026-08-03,2026-08-03,null,null,null,null,null_no_account,google_search_no_account:2026-08-04,2026-08-04
100,Yan Kuznetsov,CGY,_yankuznetsov,3300,3.3K,approximate_public_response,ok,google_search_verified:2026-08-03,2026-08-03,null,null,null,null,null_no_account,google_search_no_account:2026-08-04,2026-08-04
101,Olli Maatta,CGY,olli_maatta3,783,783,exact_public_response,ok,wikidata:P2003+instagram_public_profile,2026-08-03,null,null,null,null,null_no_account,google_search_no_account:2026-08-04,2026-08-04
102,Brayden Pachal,CGY,brayden.pachal,5648,"5,648",exact_public_response,ok_private_profile,google_search_verified:2026-08-03,2026-08-03,BraydenPachal,690,690+,approximate_public_response,ok,google_search_verified:2026-08-04,2026-08-04
103,Zayne Parekh,CGY,zayne.parekh,35400,35.4K,approximate_public_response,ok,google_search_verified:2026-08-03,2026-08-03,null,null,null,null,null_no_account,google_search_no_account:2026-08-04,2026-08-04
104,Zach Whitecloud,CGY,zachwhitecloud,26600,26.6K,approximate_public_response,ok,google_search_verified:2026-08-03,2026-08-03,null,null,null,null,null_no_account,google_search_no_account:2026-08-04,2026-08-04
105,Abram Wiebe,CGY,abramwiebe.4,14200,14.2K,approximate_public_response,ok,google_search_verified:2026-08-03,2026-08-03,Wiebe_Abram4,360,360+,approximate_public_response,ok,google_search_verified:2026-08-04,2026-08-04
106,Sebastian Aho,CAR,ssebastianaho,194299,194299,exact_public_response,ok,wikidata:P2003+instagram_public_profile,2026-08-03,SebastianAho,20200,20.2K+,approximate_public_response,ok,google_search_verified:2026-08-04,2026-08-04
107,Jackson Blake,CAR,jackson8blake,26700,26.7K,approximate_public_response,ok,google_search_verified:2026-08-03,2026-08-03,null,null,null,null,null_no_account,google_search_no_account:2026-08-04,2026-08-04
108,William Carrier,CAR,null,null,null,null,needs_manual_review,google_search_no_clear_account:2026-08-03,2026-08-03,williamcarrier1,1500,1.5K+,approximate_public_response,ok,google_search_verified:2026-08-04,2026-08-04
109,Nicolas Deslauriers,CAR,nicolasdeslauriers,23100,23.1K,approximate_public_response,ok,google_search_verified:2026-08-03,2026-08-03,Nicdeslauriers4,6800,6.8K+,approximate_public_response,ok,google_search_verified:2026-08-04,2026-08-04
110,Nikolaj Ehlers,CAR,nikolajehlers,4226,4226,exact_public_response,ok,wikidata:P2003+instagram_public_profile,2026-08-03,null,null,null,null,null_no_account,google_search_no_account:2026-08-04,2026-08-04
111,Taylor Hall,CAR,hallsy09,132494,132494,exact_public_response,ok,wikidata:P2003+instagram_public_profile,2026-08-03,hallsy09,388400,388.4K+,approximate_public_response,ok,google_search_verified:2026-08-04,2026-08-04
112,Mark Jankowski,CAR,janko61_,21200,21.2K,approximate_public_response,ok,google_search_verified:2026-08-03,2026-08-03,Janko61,6800,6.8K+,approximate_public_response,ok,google_search_verified:2026-08-04,2026-08-04
113,Seth Jarvis,CAR,sethjarvis_,125400,125.4K,approximate_public_response,ok,google_search_verified:2026-08-03,2026-08-03,null,null,null,null,null_no_account,google_search_no_account:2026-08-04,2026-08-04
114,Jesperi Kotkaniemi,CAR,jesperikotkaniemi,110512,110512,exact_public_response,ok,wikidata:P2003+instagram_public_profile,2026-08-03,taikinajalka,17400,17.4K+,approximate_public_response,ok,google_search_verified:2026-08-04,2026-08-04
115,Jordan Martinook,CAR,jordanmartinook,621,621 followers,exact_public_response,ok,google_search_verified:2026-08-03,2026-08-03,Martyman17,18900,18.9K+,approximate_public_response,ok,google_search_verified:2026-08-04,2026-08-04
116,Eric Robinson,CAR,erobinson19,17100,17.1K,approximate_public_response,ok,google_search_verified:2026-08-03,2026-08-03,null,null,null,null,null_no_account,google_search_ambiguous_namesake:2026-08-04,2026-08-04
117,Jordan Staal,CAR,null,null,null,null,needs_manual_review,google_search_no_clear_account:2026-08-03,2026-08-03,null,null,null,null,null_no_account,google_search_no_account:2026-08-04,2026-08-04
118,Logan Stankoven,CAR,logan.stankoven,36000,36K,approximate_public_response,ok_private_profile,google_search_verified:2026-08-03,2026-08-03,LoganStankoven,3200,3.2K+,approximate_public_response,ok,google_search_verified:2026-08-04,2026-08-04
119,Andrei Svechnikov,CAR,andrei_svechnikov37,154895,154895,exact_public_response,ok,wikidata:P2003+instagram_public_profile,2026-08-03,ASvechnikov_37,28100,28.1K+,approximate_public_response,ok,google_search_verified:2026-08-04,2026-08-04
120,Jalen Chatfield,CAR,jalenchatfield51,17000,17K,approximate_public_response,ok,google_search_verified:2026-08-03,2026-08-03,JChat64,3100,3.1K+,approximate_public_response,ok,google_search_verified:2026-08-04,2026-08-04
121,Shayne Gostisbehere,CAR,nhl.ghost,580,580+,approximate_public_response,ok,google_search_verified:2026-08-03,2026-08-03,s_ghost14,33200,33.2K+,approximate_public_response,ok,google_search_verified:2026-08-04,2026-08-04
122,K'Andre Miller,CAR,kandre.miller,88300,88.3K,approximate_public_response,ok,google_search_verified:2026-08-03,2026-08-03,kandre_miller,18900,18.9K+,approximate_public_response,ok,google_search_verified:2026-08-04,2026-08-04
123,Alexander Nikishin,CAR,_n57a_,24800,24.8K,approximate_public_response,ok,google_search_verified:2026-08-03,2026-08-03,null,null,null,null,null_no_account,google_search_no_account:2026-08-04,2026-08-04
124,Mike Reilly,CAR,mikeyreilly5,27700,27.7K,approximate_public_response,ok,google_search_verified:2026-08-03,2026-08-03,null,null,null,null,null_no_account,google_search_no_account:2026-08-04,2026-08-04
125,Jaccob Slavin,CAR,jslavin74,70094,70094,exact_public_response,ok,wikidata:P2003+instagram_public_profile,2026-08-03,Jslavin74,12500,12.5K+,approximate_public_response,ok,google_search_verified:2026-08-04,2026-08-04
126,Sean Walker,CAR,seanxwalker,100500,100.5K,approximate_public_response,ok,google_search_verified:2026-08-03,2026-08-03,SeanWalk2,1400,1.4K+,approximate_public_response,ok,google_search_verified:2026-08-04,2026-08-04
127,Connor Bedard,CHI,_connorbedard,899900,899.9K,approximate_public_response,ok,google_search_verified:2026-08-03,2026-08-03,null,null,null,null,null_no_account,google_search_no_account:2026-08-04,2026-08-04
128,Tyler Bertuzzi,CHI,bertuzzi17,null,null,null,needs_manual_review,google_search_handle_only_no_followers:2026-08-03,2026-08-03,null,null,null,null,null_no_account,google_search_no_account:2026-08-04,2026-08-04
129,Sacha Boisvert,CHI,sachaboisvert_,17000,17K,approximate_public_response,ok,google_search_verified:2026-08-03,2026-08-03,BoisvertSacha,620,620+,approximate_public_response,ok,google_search_verified:2026-08-04,2026-08-04
130,Andre Burakovsky,CHI,andreburakovsky,88500,88.5K,approximate_public_response,ok,google_search_verified:2026-08-03,2026-08-03,andreburakovsky,32000,32K+,approximate_public_response,ok,google_search_verified:2026-08-04,2026-08-04
131,Ryan Donato,CHI,ryan_donato,31600,31.6K,approximate_public_response,ok,google_search_verified:2026-08-03,2026-08-03,DonatoRyan,10800,10.8K+,approximate_public_response,ok,google_search_verified:2026-08-04,2026-08-04
132,Anton Frondell,CHI,antonfrondell16,790,790+,approximate_public_response,ok,google_search_verified:2026-08-03,2026-08-03,null,null,null,null,null_no_account,google_search_no_account:2026-08-04,2026-08-04
